Arquivo contendo os pontos amostrais do interferÔmetro de Michelson,,,
Data:,,8\10\2019,
Hora:,,8:53:34,
Quantidade de franjas:,,0,
ponto,tempo,leitura,marcação
2852,143489,70,0
2853,143563,37,0
2854,143640,37,0
2855,143679,20,0
2856,143746,20,0
2857,143784,55,0
2858,143851,55,0
2859,143898,75,0
2860,143944,75,0
2861,143996,75,0
2862,144031,70,0
2863,144065,70,0
2864,144119,70,0
2865,144179,33,0
2866,144254,33,0
2867,144279,16,0
2868,144320,16,0
2869,144388,49,0
2870,144477,49,0
2871,144512,74,0
2872,144543,74,0
2873,144598,74,0
2874,144667,74,0
2875,144703,74,0
2876,144734,46,0
2877,144816,46,0
2878,144890,46,0
2879,144919,16,0
2880,144979,48,0
2881,145097,48,0
2882,145139,75,0
2883,145171,75,0
2884,145230,72,0
2885,145305,72,0
2886,145330,41,0
2887,145360,41,0
2888,145408,41,0
2889,145468,22,0
2890,145541,22,0
2891,145575,61,0
2892,145658,61,0
2893,145705,77,0
2894,145735,77,0
2895,145766,77,0
2896,145839,69,0
2897,145887,69,0
2898,145929,33,0
2899,145959,33,0
2900,146000,33,0
2901,146072,19,0
2902,146135,19,0
2903,146167,58,0
2904,146200,58,0
2905,146242,58,0
2906,146291,77,0
2907,146346,77,0
2908,146361,77,0
2909,146400,62,0
2910,146474,62,0
2911,146542,62,0
2912,146580,23,0
2913,146609,23,0
2914,146677,33,0
2915,146788,33,33
2916,146832,69,0
2917,146909,69,0
2918,146977,77,0
2919,147008,65,0
2920,147040,65,0
2921,147111,65,0
2922,147166,25,0
2923,147202,25,0
2924,147239,28,0
2925,147325,28,0
2926,147377,28,0
2927,147401,64,0
2928,147447,64,0
2929,147481,77,0
2930,147604,77,0
2931,147641,71,0
2932,147685,71,0
2933,147766,42,0
2934,147821,42,0
2935,147861,16,0
2936,147885,16,0
2937,147954,16,0
2938,148021,41,0
2939,148041,41,0
2940,148079,70,0
2941,148134,70,0
2942,148206,70,0
2943,148239,75,0
2944,148278,75,0
2945,148342,48,0
2946,148435,48,0
2947,148447,18,0
2948,148484,18,0
2949,148558,18,0
2950,148618,50,0
2951,148650,50,0
2952,148700,75,0
2953,148784,75,0
2954,148854,73,0
2955,148880,73,0
2956,148923,42,0
2957,149030,42,0
2958,149067,21,0
2959,149097,21,0
2960,149131,21,0
2961,149195,63,0
2962,149273,63,0
2963,149287,77,0
2964,149319,77,0
2965,149401,77,0
2966,149480,60,0
2967,149519,23,0
2968,149588,23,0
2969,149634,23,0
2970,149685,35,0
2971,149725,35,0
2972,149761,68,0
2973,149898,68,0
2974,149941,77,0
2975,149976,77,0
2976,150024,67,0
2977,150074,67,0
2978,150127,67,0
2979,150162,34,0
2980,150228,34,0
2981,150313,20,0
2982,150352,20,0
2983,150379,56,0
2984,150459,56,0
2985,150532,56,0
2986,150571,76,0
2987,150599,72,0
2988,150647,72,0
2989,150687,72,0
2990,150744,42,42
2991,150797,42,0
2992,150822,42,0
2993,150865,19,0
2994,150925,19,0
2995,150975,19,0
2996,151000,53,0
2997,151077,53,0
2998,151122,75,0
2999,151189,75,0
3000,151217,72,0
3001,151281,72,0
3002,151324,72,0
3003,151371,39,0
3004,151408,39,0
3005,151439,18,0
3006,151492,18,0
3007,151532,18,0
3008,151593,58,0
3009,151634,58,0
3010,151662,58,0
3011,151727,75,0
3012,151787,75,0
3013,151823,61,0
3014,151853,61,0
3015,151924,61,0
3016,152011,24,0
3017,152032,24,0
3018,152061,36,0
3019,152097,36,0
3020,152166,36,0
3021,152222,71,0
3022,152253,71,0
3023,152284,74,0
3024,152352,74,0
3025,152416,74,0
3026,152437,74,0
3027,152470,74,0
3028,152499,74,0
3029,152639,48,0
3030,152679,48,0
3031,152726,48,0
3032,152765,75,0
3033,152822,75,0
3034,152847,75,0
3035,152879,71,0
3036,152932,71,0
3037,152976,71,0
3038,153048,38,0
3039,153072,38,0
3040,153101,38,0
3041,153133,21,0
3042,153254,21,0
3043,153293,56,0
3044,153319,56,0
3045,153374,75,0
3046,153501,75,0
3047,153542,71,0
3048,153605,71,0
3049,153667,42,0
3050,153764,42,0
3051,153803,19,0
3052,153863,51,0
3053,153937,51,0
3054,153968,74,0
3055,154002,74,0
3056,154072,74,0
3057,154141,73,0
3058,154219,73,0
3059,154243,47,0
3060,154299,47,0
3061,154390,21,21
3062,154412,21,0
3063,154439,53,0
3064,154493,53,0
3065,154544,53,0
3066,154617,75,0
3067,154651,75,0
3068,154681,69,0
3069,154761,69,0
3070,154832,69,0
3071,154862,33,0
3072,154899,33,0
3073,154961,26,0
3074,155076,26,0
3075,155127,61,0
3076,155158,76,0
3077,155226,76,0
3078,155287,76,0
3079,155345,65,0
3080,155374,65,0
3081,155403,28,0
3082,155469,28,0
3083,155529,28,0
3084,155574,26,0
3085,155599,26,0
3086,155639,59,0
3087,155730,59,0
3088,155785,76,0
3089,155806,76,0
3090,155839,76,0
3091,155917,69,0
3092,155974,69,0
3093,155996,69,0
3094,156036,31,0
3095,156057,31,0
3096,156111,31,0
3097,156157,36,0
3098,156210,36,0
3099,156240,70,0
3100,156279,70,0
3101,156355,70,0
3102,156411,75,0
3103,156445,75,0
3104,156484,55,0
3105,156552,55,0
3106,156607,55,0
3107,156658,21,0
3108,156693,21,0
3109,156756,38,0
3110,156824,38,0
3111,156874,69,0
3112,156960,69,0
3113,157020,76,0
3114,157056,76,0
3115,157084,53,0
3116,157150,53,0
3117,157197,53,0
3118,157241,20,0
3119,157272,20,0
3120,157322,20,0
3121,157357,39,0
3122,157457,39,0
3123,157503,70,0
3124,157538,70,0
3125,157607,74,0
3126,157665,74,0
3127,157687,51,0
3128,157719,51,0
3129,157794,51,0
3130,157863,20,0
3131,157899,20,0
3132,157926,34,0
3133,157983,34,0
3134,158088,34,0
3135,158126,66,0
3136,158160,76,76
3137,158206,76,0
3138,158249,76,0
3139,158291,60,0
3140,158332,60,0
3141,158373,60,0
3142,158424,23,0
3143,158491,23,0
3144,158528,37,0
3145,158559,37,0
3146,158600,37,0
3147,158644,70,0
3148,158715,70,0
3149,158738,70,0
3150,158767,75,0
3151,158830,75,0
3152,158874,75,0
3153,158927,50,0
3154,158959,50,0
3155,159000,19,0
3156,159047,19,0
3157,159088,19,0
3158,159138,48,0
3159,159173,48,0
3160,159242,48,0
3161,159330,74,0
3162,159360,74,0
3163,159404,75,0
3164,159489,75,0
3165,159558,49,0
3166,159580,49,0
3167,159611,20,0
3168,159665,20,0
3169,159736,20,0
3170,159768,55,0
3171,159800,55,0
3172,159841,76,0
3173,159926,76,0
3174,159984,76,0
3175,160018,72,0
3176,160052,72,0
3177,160119,39,0
3178,160188,39,0
3179,160205,22,0
3180,160239,22,0
3181,160319,22,0
3182,160395,60,0
3183,160425,60,0
3184,160456,76,0
3185,160534,76,0
3186,160592,76,0
3187,160609,69,0
3188,160643,69,0
3189,160684,39,0
3190,160811,39,0
3191,160827,18,0
3192,160861,18,0
3193,160895,18,0
3194,160953,49,0
3195,161020,49,0
3196,161059,74,0
3197,161082,74,0
3198,161123,74,0
3199,161189,72,0
3200,161229,72,0
3201,161263,72,0
3202,161302,41,0
3203,161398,41,0
3204,161436,21,0
3205,161454,21,0
3206,161495,21,0
3207,161546,56,0
3208,161601,56,0
3209,161649,56,0
3210,161679,75,0
3211,161733,75,0
3212,161832,73,0
3213,161862,73,73
3214,161900,43,0
3215,161927,43,0
3216,161987,43,0
3217,162039,20,0
3218,162078,20,0
3219,162106,20,0
3220,162169,54,0
3221,162277,54,0
3222,162299,76,0
3223,162329,76,0
3224,162397,71,0
3225,162459,71,0
3226,162494,40,0
3227,162519,40,0
3228,162574,40,0
3229,162634,18,0
3230,162701,18,0
3231,162734,56,0
3232,162765,56,0
3233,162805,56,0
3234,162846,76,0
3235,162912,76,0
3236,162954,76,0
3237,162986,69,0
3238,163098,69,0
3239,163136,35,0
3240,163168,35,0
3241,163233,19,0
3242,163325,19,0
3243,163353,54,0
3244,163387,54,0
3245,163421,54,0
3246,163471,76,0
3247,163535,76,0
3248,163586,73,0
3249,163608,73,0
3250,163686,73,0
3251,163743,45,0
3252,163770,45,0
3253,163799,18,0
3254,163857,18,0
3255,163924,18,0
3256,163955,52,0
3257,163979,52,0
3258,164009,52,0
3259,164082,76,0
3260,164159,76,0
3261,164209,69,0
3262,164291,69,0
3263,164353,30,0
3264,164397,30,0
3265,164421,25,0
3266,164464,25,0
3267,164534,25,0
3268,164582,65,0
3269,164615,65,0
3270,164644,76,0
3271,164729,76,0
3272,164789,76,0
3273,164826,59,0
3274,164855,59,0
3275,164917,21,0
3276,165010,21,0
3277,165044,37,0
3278,165094,37,0
3279,165142,71,0
3280,165204,71,0
3281,165231,71,0
3282,165259,76,0
3283,165301,76,0
3284,165364,76,0
3285,165415,53,0
3286,165451,53,0
3287,165479,18,0
3288,165534,18,0
3289,165591,18,0
3290,165629,48,0
3291,165647,48,0
3292,165679,48,0
3293,165761,75,0
3294,165850,75,75
3295,165882,72,0
3296,165954,72,0
3297,166020,46,0
3298,166082,46,0
3299,166118,17,0
3300,166210,17,0
3301,166260,45,0
3302,166295,45,0
3303,166322,73,0
3304,166364,73,0
3305,166405,73,0
3306,166446,75,0
3307,166499,75,0
3308,166542,75,0
3309,166578,48,0
3310,166664,48,0
3311,166707,19,0
3312,166735,19,0
3313,166760,19,0
3314,166839,52,0
3315,166904,52,0
3316,166956,75,0
3317,166980,75,0
3318,167049,75,0
3319,167126,75,0
3320,167161,54,0
3321,167201,54,0
3322,167282,54,0
3323,167337,20,0
3324,167360,20,0
3325,167400,29,0
3326,167576,29,0
3327,167599,67,0
3328,167639,75,0
3329,167714,75,0
3330,167787,75,0
3331,167821,46,0
3332,167849,46,0
3333,167920,15,0
3334,168003,15,0
3335,168039,49,0
3336,168125,49,0
3337,168194,75,0
3338,168222,75,0
3339,168252,72,0
3340,168337,72,0
3341,168390,38,0
3342,168413,38,0
3343,168453,38,0
3344,168522,13,0
3345,168608,13,0
3346,168639,35,0
3347,168681,35,0
3348,168774,69,0
3349,168825,69,0
3350,168845,77,0
3351,168878,77,0
3352,168966,77,0
3353,169021,60,0
3354,169047,60,0
3355,169079,19,0
3356,169151,19,0
3357,169230,19,0
3358,169253,43,0
3359,169295,43,43
3360,169358,75,0
3361,169426,75,0
3362,169447,69,0
3363,169479,69,0
3364,169525,69,0
3365,169591,24,0
3366,169657,24,0
3367,169692,37,0
3368,169724,37,0
3369,169777,37,0
3370,169820,72,0
3371,169875,72,0
3372,169911,72,0
3373,169963,77,0
3374,170049,77,0
3375,170084,59,0
3376,170136,59,0
3377,170162,21,0
3378,170254,21,0
3379,170293,26,0
3380,170318,26,0
3381,170359,26,0
3382,170422,62,0
3383,170499,62,0
3384,170529,77,0
3385,170623,77,0
3386,170666,77,0
3387,170700,73,0
3388,170719,73,0
3389,170759,44,0
3390,170844,44,0
3391,170904,44,0
3392,170939,16,0
3393,170972,16,0
3394,171021,51,0
3395,171080,51,0
3396,171113,51,0
3397,171164,76,0
3398,171242,76,0
3399,171315,71,0
3400,171344,71,0
3401,171374,30,0
3402,171433,30,0
3403,171485,30,0
3404,171532,32,0
3405,171563,32,0
3406,171599,69,0
3407,171652,69,0
3408,171692,69,0
3409,171746,77,0
3410,171778,77,0
3411,171808,77,0
3412,171896,51,0
3413,171957,51,0
3414,171977,16,0
3415,171999,16,0
3416,172058,16,0
3417,172118,53,0
3418,172187,53,0
3419,172216,77,0
3420,172248,77,0
3421,172322,77,0
3422,172364,71,0
3423,172413,71,0
3424,172439,34,0
3425,172495,34,0
3426,172562,34,0
3427,172612,16,0
3428,172655,16,0
3429,172685,52,0
3430,172800,52,0
3431,172846,76,0
3432,172879,76,0
3433,172950,74,0
3434,173028,74,0
3435,173068,43,0
3436,173090,43,0
3437,173157,43,0
3438,173188,15,0
3439,173238,15,0
3440,173256,15,0
3441,173279,52,0
3442,173346,52,0
3443,173420,52,0
3444,173467,76,0
3445,173499,76,0
3446,173579,73,0
3447,173655,73,0
3448,173685,37,0
3449,173720,37,0
3450,173784,16,0
3451,173859,16,0
3452,173911,16,0
3453,173930,54,0
3454,174007,54,54
3455,174061,76,0
3456,174091,76,0
3457,174120,73,0
3458,174211,73,0
3459,174256,73,0
3460,174309,39,0
3461,174341,39,0
3462,174407,15,0
3463,174497,15,0
3464,174531,49,0
3465,174560,49,0
3466,174618,76,0
3467,174681,76,0
3468,174716,76,0
3469,174742,70,0
3470,174773,70,0
3471,174840,70,0
3472,174890,30,0
3473,174941,30,0
3474,174961,28,0
3475,175054,28,0
3476,175105,28,0
3477,175129,68,0
3478,175162,68,0
3479,175212,78,0
3480,175285,78,0
3481,175334,78,0
3482,175370,62,0
3483,175399,62,0
3484,175467,21,0
3485,175538,21,0
3486,175560,26,0
3487,175599,26,0
3488,175654,26,0
3489,175699,69,0
3490,175725,69,0
3491,175782,69,0
3492,175801,75,0
3493,175866,75,0
3494,175908,75,0
3495,175952,52,0
3496,175993,52,0
3497,176021,52,0
3498,176098,17,0
3499,176178,17,0
3500,176208,37,0
3501,176254,37,0
3502,176354,73,0
3503,176406,73,0
3504,176438,77,0
3505,176489,77,0
3506,176536,53,0
3507,176592,53,0
3508,176626,53,0
3509,176655,15,0
3510,176727,15,0
3511,176792,35,0
3512,176843,35,0
3513,176904,69,0
3514,177001,69,0
3515,177022,77,0
3516,177053,77,0
3517,177094,77,0
3518,177121,53,0
3519,177214,53,0
3520,177242,15,0
3521,177279,15,15
3522,177363,15,0
3523,177420,35,0
3524,177460,35,0
3525,177489,71,0
3526,177552,71,0
3527,177603,71,0
3528,177635,77,0
3529,177653,77,0
3530,177679,77,0
3531,177732,55,0
3532,177802,55,0
3533,177855,17,0
3534,177879,17,0
3535,177920,17,0
3536,177972,31,0
3537,178088,31,0
3538,178122,70,0
3539,178162,70,0
3540,178216,77,0
3541,178299,77,0
3542,178367,51,0
3543,178405,51,0
3544,178438,15,0
3545,178482,15,0
3546,178537,15,0
3547,178572,54,0
3548,178599,54,0
3549,178649,54,0
3550,178703,77,0
3551,178756,77,0
3552,178798,77,0
3553,178841,65,0
3554,178925,65,0
3555,178987,25,0
3556,179022,25,0
3557,179051,24,0
3558,179085,24,0
3559,179158,24,0
3560,179189,64,0
3561,179225,64,0
3562,179238,64,0
3563,179280,77,0
3564,179346,77,0
3565,179423,77,0
3566,179458,71,0
3567,179488,71,0
3568,179546,34,0
3569,179639,34,0
3570,179679,25,0
3571,179741,25,0
3572,179827,68,0
3573,179860,68,0
3574,179889,77,0
3575,179969,77,0
3576,180027,77,0
3577,180078,59,0
3578,180109,59,0
3579,180143,22,0
3580,180302,22,0
3581,180329,26,0
3582,180359,67,0
3583,180414,67,0
3584,180471,67,0
3585,180489,78,0
3586,180519,78,0
3587,180559,78,0
3588,180626,66,0
3589,180704,66,0
3590,180731,27,0
3591,180777,27,0
3592,180799,27,0
3593,180852,16,0
3594,180918,16,0
3595,180952,16,0
3596,180981,57,0
3597,181129,57,0
3598,181149,76,0
3599,181178,76,76
3600,181215,74,0
3601,181288,74,0
3602,181355,43,0
3603,181390,43,0
3604,181420,43,0
3605,181490,19,0
3606,181583,19,0
3607,181606,62,0
3608,181684,62,0
3609,181726,78,0
3610,181782,78,0
3611,181825,68,0
3612,181860,68,0
3613,181942,68,0
3614,181995,31,0
3615,182023,31,0
3616,182043,19,0
3617,182084,19,0
3618,182132,19,0
3619,182190,62,0
3620,182211,62,0
3621,182240,62,0
3622,182294,78,0
3623,182398,78,0
3624,182419,62,0
3625,182449,62,0
3626,182503,62,0
3627,182570,21,0
3628,182610,21,0
3629,182642,29,0
3630,182692,29,0
3631,182753,29,0
3632,182782,71,0
3633,182831,71,0
3634,182860,71,0
3635,182892,76,0
3636,182976,76,0
3637,183037,48,0
3638,183071,48,0
3639,183121,48,0
3640,183178,14,0
3641,183273,14,0
3642,183291,47,0
3643,183322,47,0
3644,183379,74,0
3645,183454,74,0
3646,183489,77,0
3647,183519,77,0
3648,183584,77,0
3649,183627,55,0
3650,183664,55,0
3651,183695,55,0
3652,183748,16,0
3653,183812,16,0
3654,183864,38,0
3655,183885,38,0
3656,183919,38,0
3657,184003,72,0
3658,184076,72,0
3659,184104,76,0
3660,184132,76,0
3661,184190,76,0
3662,184218,52,0
3663,184295,52,0
3664,184324,14,0
3665,184368,14,0
3666,184448,14,0
3667,184524,43,43
3668,184559,74,0
3669,184649,74,0
3670,184717,74,0
3671,184738,77,0
3672,184764,77,0
3673,184799,56,0
3674,184846,56,0
3675,184897,56,0
3676,184940,18,0
3677,184959,18,0
3678,185000,18,0
3679,185066,38,0
3680,185159,38,0
3681,185196,74,0
3682,185223,74,0
3683,185303,74,0
3684,185370,74,0
3685,185399,36,0
3686,185453,36,0
3687,185537,36,0
3688,185581,24,0
3689,185604,24,0
3690,185639,68,0
3691,185713,68,0
3692,185776,68,0
3693,185819,77,0
3694,185852,77,0
3695,185910,66,0
3696,185986,66,0
3697,186048,66,0
3698,186084,34,0
3699,186188,20,0
3700,186225,20,0
3701,186260,61,0
3702,186289,61,0
3703,186343,61,0
3704,186388,77,0
3705,186446,77,0
3706,186479,70,0
3707,186553,70,0
3708,186643,70,0
3709,186664,33,0
3710,186703,33,0
3711,186737,19,0
3712,186811,19,0
